type,title,url,parent_url,local_path,status,size_bytes,seconds,error
post,Intro to Unity: Fire,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605434/posts/2162913361,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605434,Hand-Crafted 3D VFX_ Level 1/Block-in VFX - Unity/Intro to Unity_ Fire.html,REPLACED,236948,46.758,
post,Explosion,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605434/posts/2163552123,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605434,Hand-Crafted 3D VFX_ Level 1/Block-in VFX - Unity/Explosion.html,REPLACED,238664,30.090,
post,Healing Loop,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605434/posts/2162913370,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605434,Hand-Crafted 3D VFX_ Level 1/Block-in VFX - Unity/Healing Loop.html,REPLACED,234015,30.552,
post,Intro to Niagara: Fire,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378/posts/2158878419,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378,Hand-Crafted 3D VFX_ Level 1/Niagara Block-in VFX - Unreal 5/Intro to Niagara_ Fire.html,REPLACED,238365,144.133,
post,Item Aura & Visual Hierarchy,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378/posts/2158878432,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378,Hand-Crafted 3D VFX_ Level 1/Niagara Block-in VFX - Unreal 5/Item Aura & Visual Hierarchy.html,REPLACED,241718,6.454,
post,Tech & Tools,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378/posts/2162581548,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378,Hand-Crafted 3D VFX_ Level 1/Niagara Block-in VFX - Unreal 5/Tech & Tools.html,REPLACED,237809,6.285,
post,Block-in Overview,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378/posts/2162581558,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378,Hand-Crafted 3D VFX_ Level 1/Niagara Block-in VFX - Unreal 5/Block-in Overview.html,REPLACED,223810,9.814,
post,Damage Impact - Timing & Punch,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378/posts/2158878433,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378,Hand-Crafted 3D VFX_ Level 1/Niagara Block-in VFX - Unreal 5/Damage Impact - Timing & Punch.html,REPLACED,229060,6.268,
post,Heal Impacts - Arcs & Ease In/Out,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378/posts/2158878434,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378,Hand-Crafted 3D VFX_ Level 1/Niagara Block-in VFX - Unreal 5/Heal Impacts - Arcs & Ease In_Out.html,REPLACED,235944,6.277,
post,Missile Wind-up & Impact,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378/posts/2158878435,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378,Hand-Crafted 3D VFX_ Level 1/Niagara Block-in VFX - Unreal 5/Missile Wind-up & Impact.html,REPLACED,233808,6.409,
post,Sequencer Addendum - Projectile Setup for Games,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378/posts/2162581574,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378,Hand-Crafted 3D VFX_ Level 1/Niagara Block-in VFX - Unreal 5/Sequencer Addendum - Projectile Setup for Games.html,REPLACED,237220,6.267,
post,"Explosion AoE - Anticipation, Impulse, & Rhythm",https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378/posts/2158878449,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378,"Hand-Crafted 3D VFX_ Level 1/Niagara Block-in VFX - Unreal 5/Explosion AoE - Anticipation, Impulse, & Rhythm.html",REPLACED,234390,9.983,
post,Niagara Review,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378/posts/2159191397,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378,Hand-Crafted 3D VFX_ Level 1/Niagara Block-in VFX - Unreal 5/Niagara Review.html,REPLACED,231880,6.263,
post,Intro & RGB Color Wheel,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605426/posts/2158878594,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605426,Hand-Crafted 3D VFX_ Level 1/Color Theory for VFX/Intro & RGB Color Wheel.html,REPLACED,223378,6.363,
post,Color Value,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605426/posts/2158878596,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605426,Hand-Crafted 3D VFX_ Level 1/Color Theory for VFX/Color Value.html,REPLACED,230725,3.040,
post,Saturation & Hue,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605426/posts/2158878597,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605426,Hand-Crafted 3D VFX_ Level 1/Color Theory for VFX/Saturation & Hue.html,REPLACED,227735,9.029,
post,Temperature & Palettes,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605426/posts/2158878599,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605426,Hand-Crafted 3D VFX_ Level 1/Color Theory for VFX/Temperature & Palettes.html,REPLACED,228622,6.230,
post,Addition,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605426/posts/2158878601,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605426,Hand-Crafted 3D VFX_ Level 1/Color Theory for VFX/Addition.html,REPLACED,231127,6.254,
post,Restraint & Readability,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605426/posts/2158878603,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605426,Hand-Crafted 3D VFX_ Level 1/Color Theory for VFX/Restraint & Readability.html,REPLACED,234006,6.258,
post,Intro to Krita,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474/posts/2158878644,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474,Hand-Crafted 3D VFX_ Level 1/Intro to Hand-Painted Textures - Krita/Intro to Krita.html,REPLACED,237477,9.927,
post,Impact Flair,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474/posts/2158878645,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474,Hand-Crafted 3D VFX_ Level 1/Intro to Hand-Painted Textures - Krita/Impact Flair.html,REPLACED,241202,10.123,
post,Ring,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474/posts/2158878646,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474,Hand-Crafted 3D VFX_ Level 1/Intro to Hand-Painted Textures - Krita/Ring.html,REPLACED,233063,6.331,
post,Embers Sprite Sheet,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474/posts/2158878647,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474,Hand-Crafted 3D VFX_ Level 1/Intro to Hand-Painted Textures - Krita/Embers Sprite Sheet.html,REPLACED,235727,6.270,
post,Zap Sprite Sheet,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474/posts/2158878648,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474,Hand-Crafted 3D VFX_ Level 1/Intro to Hand-Painted Textures - Krita/Zap Sprite Sheet.html,REPLACED,226903,6.227,
post,Wisp Sprite Sheet,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474/posts/2158878649,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474,Hand-Crafted 3D VFX_ Level 1/Intro to Hand-Painted Textures - Krita/Wisp Sprite Sheet.html,REPLACED,235796,6.284,
post,Liquid Splatter,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474/posts/2158878651,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474,Hand-Crafted 3D VFX_ Level 1/Intro to Hand-Painted Textures - Krita/Liquid Splatter.html,REPLACED,230215,9.967,
post,Tiling Noise,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474/posts/2158878652,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474,Hand-Crafted 3D VFX_ Level 1/Intro to Hand-Painted Textures - Krita/Tiling Noise.html,REPLACED,230604,6.291,
post,Tiling Trail,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474/posts/2158878653,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474,Hand-Crafted 3D VFX_ Level 1/Intro to Hand-Painted Textures - Krita/Tiling Trail.html,REPLACED,234146,6.222,
post,Hand Painted Textures Review,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474/posts/2159191545,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474,Hand-Crafted 3D VFX_ Level 1/Intro to Hand-Painted Textures - Krita/Hand Painted Textures Review.html,REPLACED,222336,8.733,
post,Missile,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605434/posts/2163669309,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605434,Hand-Crafted 3D VFX_ Level 1/Block-in VFX - Unity/Missile.html,REPLACED,232163,331.387,
post,Missile - Timeline Setup,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605434/posts/2163669313,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605434,Hand-Crafted 3D VFX_ Level 1/Block-in VFX - Unity/Missile - Timeline Setup.html,REPLACED,234501,331.508,
post,Unity Introduction Review,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605434/posts/2159191363,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605434,Hand-Crafted 3D VFX_ Level 1/Block-in VFX - Unity/Unity Introduction Review.html,REPLACED,228252,333.925,
post,Intro to Procedural Thinking,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807/posts/2170057074,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807,Hand-Crafted 3D VFX_ Level 1/Intro to Procedural Textures - Substance Designer/Intro to Procedural Thinking.html,REPLACED,229468,13.981,
post,Intro to Substance Designer - Fuzzball,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807/posts/2170057080,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807,Hand-Crafted 3D VFX_ Level 1/Intro to Procedural Textures - Substance Designer/Intro to Substance Designer - Fuzzball.html,REPLACED,230428,29.533,
post,Lens Flare,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807/posts/2170057086,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807,Hand-Crafted 3D VFX_ Level 1/Intro to Procedural Textures - Substance Designer/Lens Flare.html,REPLACED,230109,32.944,
post,Ringburst,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807/posts/2170057088,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807,Hand-Crafted 3D VFX_ Level 1/Intro to Procedural Textures - Substance Designer/Ringburst.html,REPLACED,232790,42.372,
post,Embers - Spritesheet,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807/posts/2170874868,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807,Hand-Crafted 3D VFX_ Level 1/Intro to Procedural Textures - Substance Designer/Embers - Spritesheet.html,REPLACED,231752,40.949,
post,Wisps - Spritesheet,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807/posts/2170940649,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807,Hand-Crafted 3D VFX_ Level 1/Intro to Procedural Textures - Substance Designer/Wisps - Spritesheet.html,REPLACED,232058,27.951,
post,Lightning - Spritesheet,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807/posts/2170905389,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807,Hand-Crafted 3D VFX_ Level 1/Intro to Procedural Textures - Substance Designer/Lightning - Spritesheet.html,REPLACED,237392,33.415,
post,Splash,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807/posts/2171676560,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807,Hand-Crafted 3D VFX_ Level 1/Intro to Procedural Textures - Substance Designer/Splash.html,REPLACED,226715,29.308,
post,Intro to Blender,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605507/posts/2158878737,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605507,Hand-Crafted 3D VFX_ Level 1/Intro to Modeling for VFX - Blender & Maya/Intro to Blender.html,REPLACED,230086,67.600,
post,Dome & Tapered Cylinder,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605507/posts/2158878739,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605507,Hand-Crafted 3D VFX_ Level 1/Intro to Modeling for VFX - Blender & Maya/Dome & Tapered Cylinder.html,REPLACED,228519,6.155,
post,UVs in Blender,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605507/posts/2158878741,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605507,Hand-Crafted 3D VFX_ Level 1/Intro to Modeling for VFX - Blender & Maya/UVs in Blender.html,REPLACED,232485,6.413,
post,Vertex Colors,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605507/posts/2158878742,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605507,Hand-Crafted 3D VFX_ Level 1/Intro to Modeling for VFX - Blender & Maya/Vertex Colors.html,REPLACED,232269,6.170,
post,Modifiers,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605507/posts/2158878743,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605507,Hand-Crafted 3D VFX_ Level 1/Intro to Modeling for VFX - Blender & Maya/Modifiers.html,REPLACED,231146,6.282,
post,"Rings, Swipes, & Soulercoasters",https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605507/posts/2158878745,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605507,"Hand-Crafted 3D VFX_ Level 1/Intro to Modeling for VFX - Blender & Maya/Rings, Swipes, & Soulercoasters.html",REPLACED,228808,6.270,
post,Waterfall,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605507/posts/2161408083,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605507,Hand-Crafted 3D VFX_ Level 1/Intro to Modeling for VFX - Blender & Maya/Waterfall.html,REPLACED,239598,7.295,
post,Maya Basics,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605507/posts/2163766183,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605507,Hand-Crafted 3D VFX_ Level 1/Intro to Modeling for VFX - Blender & Maya/Maya Basics.html,REPLACED,223747,14.919,
post,Modeling Review,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605507/posts/2159191554,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605507,Hand-Crafted 3D VFX_ Level 1/Intro to Modeling for VFX - Blender & Maya/Modeling Review.html,REPLACED,231854,7.008,
post,Tiling Trail,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807/posts/2171676518,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807,Hand-Crafted 3D VFX_ Level 1/Intro to Procedural Textures - Substance Designer/Tiling Trail.html,REPLACED,230141,144.697,
post,Intro - Course Overview,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613/posts/2169057659,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613,Hand-Crafted 3D VFX_ Level 1/Intro to Shaders - Unity/Intro - Course Overview.html,REPLACED,226688,14.781,
post,How Do Shaders Work?,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613/posts/2169057662,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613,Hand-Crafted 3D VFX_ Level 1/Intro to Shaders - Unity/How Do Shaders Work_.html,REPLACED,227172,16.994,
post,Node-based Shader Interface,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613/posts/2169057666,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613,Hand-Crafted 3D VFX_ Level 1/Intro to Shaders - Unity/Node-based Shader Interface.html,REPLACED,223931,19.586,
post,Vector UVs - Texture Sampling,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613/posts/2169057669,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613,Hand-Crafted 3D VFX_ Level 1/Intro to Shaders - Unity/Vector UVs - Texture Sampling.html,REPLACED,223388,27.064,
post,Adding & Panning,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613/posts/2169057671,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613,Hand-Crafted 3D VFX_ Level 1/Intro to Shaders - Unity/Adding & Panning.html,REPLACED,223387,16.126,
post,Ground Crack,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807/posts/2171676521,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807,Hand-Crafted 3D VFX_ Level 1/Intro to Procedural Textures - Substance Designer/Ground Crack.html,REPLACED,235648,197.155,
post,Tiling Noise,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807/posts/2171676514,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807,Hand-Crafted 3D VFX_ Level 1/Intro to Procedural Textures - Substance Designer/Tiling Noise.html,REPLACED,226044,207.458,
post,Multiply & Scaling,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613/posts/2169057673,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613,Hand-Crafted 3D VFX_ Level 1/Intro to Shaders - Unity/Multiply & Scaling.html,REPLACED,223596,18.615,
post,Combining Textures,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613/posts/2169057677,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613,Hand-Crafted 3D VFX_ Level 1/Intro to Shaders - Unity/Combining Textures.html,REPLACED,227452,29.260,
post,"Step, Smoothstep & Dissolve",https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613/posts/2169057680,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613,"Hand-Crafted 3D VFX_ Level 1/Intro to Shaders - Unity/Step, Smoothstep & Dissolve.html",REPLACED,228660,29.269,
post,Distortion,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613/posts/2169057684,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613,Hand-Crafted 3D VFX_ Level 1/Intro to Shaders - Unity/Distortion.html,REPLACED,227342,19.611,
post,Creating a Full Shader,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613/posts/2169057689,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613,Hand-Crafted 3D VFX_ Level 1/Intro to Shaders - Unity/Creating a Full Shader.html,REPLACED,229669,20.282,
post,Surface Direction Fresnel,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613/posts/2169057788,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613,Hand-Crafted 3D VFX_ Level 1/Intro to Shaders - Unity/Surface Direction Fresnel.html,REPLACED,224251,13.763,
post,Properties & Shader Variants,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613/posts/2169057780,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613,Hand-Crafted 3D VFX_ Level 1/Intro to Shaders - Unity/Properties & Shader Variants.html,REPLACED,230260,14.846,
post,Using Positions & Distance,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613/posts/2169057791,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613,Hand-Crafted 3D VFX_ Level 1/Intro to Shaders - Unity/Using Positions & Distance.html,REPLACED,227459,14.106,
post,Adjusting Texture Intensity,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613/posts/2169057674,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613,Hand-Crafted 3D VFX_ Level 1/Intro to Shaders - Unity/Adjusting Texture Intensity.html,REPLACED,223931,83.128,
post,Vertex Offset,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613/posts/2169057852,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613,Hand-Crafted 3D VFX_ Level 1/Intro to Shaders - Unity/Vertex Offset.html,REPLACED,224467,16.549,
post,Review,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613/posts/2169419767,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613,Hand-Crafted 3D VFX_ Level 1/Intro to Shaders - Unity/Review.html,REPLACED,231276,14.439,
post,Shaders & Particle System,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613/posts/2169057857,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613,Hand-Crafted 3D VFX_ Level 1/Intro to Shaders - Unity/Shaders & Particle System.html,REPLACED,228271,20.762,
post,Intro & Overview,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605515/posts/2160809549,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605515,Hand-Crafted 3D VFX_ Level 1/Intro to Materials - Unreal 5/Intro & Overview.html,REPLACED,227217,9.551,
post,Node-based Shader Interface,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605515/posts/2160399269,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605515,Hand-Crafted 3D VFX_ Level 1/Intro to Materials - Unreal 5/Node-based Shader Interface.html,REPLACED,224129,5.348,
post,"Vector, UVs, & Texture Sampling",https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605515/posts/2160399318,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605515,"Hand-Crafted 3D VFX_ Level 1/Intro to Materials - Unreal 5/Vector, UVs, & Texture Sampling.html",REPLACED,223514,14.546,
post,Add & Panning,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605515/posts/2160399320,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605515,Hand-Crafted 3D VFX_ Level 1/Intro to Materials - Unreal 5/Add & Panning.html,REPLACED,230181,15.990,
post,Multiply & Scaling,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605515/posts/2160399325,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605515,Hand-Crafted 3D VFX_ Level 1/Intro to Materials - Unreal 5/Multiply & Scaling.html,REPLACED,228328,3.247,
post,Adjusting Textures,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605515/posts/2160399327,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605515,Hand-Crafted 3D VFX_ Level 1/Intro to Materials - Unreal 5/Adjusting Textures.html,REPLACED,223704,14.149,
post,Combining Textures,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605515/posts/2160399332,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605515,Hand-Crafted 3D VFX_ Level 1/Intro to Materials - Unreal 5/Combining Textures.html,REPLACED,229524,16.423,
post,Stepping,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605515/posts/2160399335,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605515,Hand-Crafted 3D VFX_ Level 1/Intro to Materials - Unreal 5/Stepping.html,REPLACED,223334,15.109,
post,Lerp & Color,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605515/posts/2160399336,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605515,Hand-Crafted 3D VFX_ Level 1/Intro to Materials - Unreal 5/Lerp & Color.html,REPLACED,223358,15.381,
post,Distortion,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605515/posts/2160399338,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605515,Hand-Crafted 3D VFX_ Level 1/Intro to Materials - Unreal 5/Distortion.html,REPLACED,223590,13.400,
post,Output Pipeline,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605515/posts/2161119739,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605515,Hand-Crafted 3D VFX_ Level 1/Intro to Materials - Unreal 5/Output Pipeline.html,REPLACED,232372,14.473,
post,Vectors & Fresnel,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605515/posts/2161119742,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605515,Hand-Crafted 3D VFX_ Level 1/Intro to Materials - Unreal 5/Vectors & Fresnel.html,REPLACED,227996,12.849,
post,Positions & Distance Sampling,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605515/posts/2161119744,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605515,Hand-Crafted 3D VFX_ Level 1/Intro to Materials - Unreal 5/Positions & Distance Sampling.html,REPLACED,228535,8.503,
post,Vertex Offset,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605515/posts/2161119746,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605515,Hand-Crafted 3D VFX_ Level 1/Intro to Materials - Unreal 5/Vertex Offset.html,REPLACED,227711,15.136,
