type,title,url,parent_url,local_path,status
post,TV Show: Low Fire,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2152722227/posts/2166724706,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2152722227,Hand-Drawn 2D FX_ Level 2/2D FX Meme Lab - Production Styles/TV Show_ Low Fire.html,DISCOVERED
post,TV Show: Head Fire,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2152722227/posts/2166724709,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2152722227,Hand-Drawn 2D FX_ Level 2/2D FX Meme Lab - Production Styles/TV Show_ Head Fire.html,DISCOVERED
post,TV Show: Explosion,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2152722227/posts/2166724713,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2152722227,Hand-Drawn 2D FX_ Level 2/2D FX Meme Lab - Production Styles/TV Show_ Explosion.html,DISCOVERED
post,High-Budget Fire,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2152722227/posts/2166724720,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2152722227,Hand-Drawn 2D FX_ Level 2/2D FX Meme Lab - Production Styles/High-Budget Fire.html,DISCOVERED
post,Summary,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2152722227/posts/2166724721,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2152722227,Hand-Drawn 2D FX_ Level 2/2D FX Meme Lab - Production Styles/Summary.html,DISCOVERED
post,Polish and Closure,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2152722227/posts/2166724722,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2152722227,Hand-Drawn 2D FX_ Level 2/2D FX Meme Lab - Production Styles/Polish and Closure.html,DISCOVERED
category,FX Logo Animation,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150660022,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150660021,Hand-Drawn 2D FX_ Level 2/Complex 2D FX Composition Studies - Animation/FX Logo Animation/index.html,DISCOVERED
category,Explosion Masterclass,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150660027,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150660021,Hand-Drawn 2D FX_ Level 2/Complex 2D FX Composition Studies - Animation/Explosion Masterclass/index.html,DISCOVERED
category,Ignited - 2D FX Production,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2153161526,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150660021,Hand-Drawn 2D FX_ Level 2/Complex 2D FX Composition Studies - Animation/Ignited - 2D FX Production/index.html,DISCOVERED
category,Review,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150660263,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150660021,Hand-Drawn 2D FX_ Level 2/Complex 2D FX Composition Studies - Animation/Review/index.html,DISCOVERED
post,Great job!,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150660705/posts/2159086665,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150660705,Hand-Drawn 2D FX_ Level 2/Level 2 ✅/Great job!.html,DISCOVERED
post,Lesson Survey,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150660705/posts/2160626501,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150660705,Hand-Drawn 2D FX_ Level 2/Level 2 ✅/Lesson Survey.html,DISCOVERED
post,Project Download,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2151531435/posts/2160740828,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2151531435,Hand-Crafted 3D VFX_ Level 1/Project - Download/Project Download.html,DISCOVERED
category,Introduction & Game Development,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2154198428,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2154198343,Hand-Crafted 3D VFX_ Level 1/Beginner Guide to VFX/Introduction & Game Development/index.html,DISCOVERED
category,"Gameplay, Engines, Platforms",https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2154198483,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2154198343,"Hand-Crafted 3D VFX_ Level 1/Beginner Guide to VFX/Gameplay, Engines, Platforms/index.html",DISCOVERED
category,VFX Terminology & Process,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2154198485,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2154198343,Hand-Crafted 3D VFX_ Level 1/Beginner Guide to VFX/VFX Terminology & Process/index.html,DISCOVERED
category,Next Steps,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2154198488,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2154198343,Hand-Crafted 3D VFX_ Level 1/Beginner Guide to VFX/Next Steps/index.html,DISCOVERED
post,Intro to Unity: Fire,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605434/posts/2162913361,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605434,Hand-Crafted 3D VFX_ Level 1/Block-in VFX - Unity/Intro to Unity_ Fire.html,DISCOVERED
post,Hit Impact,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605434/posts/2162913365,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605434,Hand-Crafted 3D VFX_ Level 1/Block-in VFX - Unity/Hit Impact.html,DISCOVERED
post,Healing Loop,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605434/posts/2162913370,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605434,Hand-Crafted 3D VFX_ Level 1/Block-in VFX - Unity/Healing Loop.html,DISCOVERED
post,Explosion,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605434/posts/2163552123,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605434,Hand-Crafted 3D VFX_ Level 1/Block-in VFX - Unity/Explosion.html,DISCOVERED
post,Missile,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605434/posts/2163669309,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605434,Hand-Crafted 3D VFX_ Level 1/Block-in VFX - Unity/Missile.html,DISCOVERED
post,Missile - Timeline Setup,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605434/posts/2163669313,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605434,Hand-Crafted 3D VFX_ Level 1/Block-in VFX - Unity/Missile - Timeline Setup.html,DISCOVERED
post,Unity Introduction Review,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605434/posts/2159191363,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605434,Hand-Crafted 3D VFX_ Level 1/Block-in VFX - Unity/Unity Introduction Review.html,DISCOVERED
post,Intro to Niagara: Fire,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378/posts/2158878419,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378,Hand-Crafted 3D VFX_ Level 1/Niagara Block-in VFX - Unreal 5/Intro to Niagara_ Fire.html,DISCOVERED
post,Item Aura & Visual Hierarchy,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378/posts/2158878432,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378,Hand-Crafted 3D VFX_ Level 1/Niagara Block-in VFX - Unreal 5/Item Aura & Visual Hierarchy.html,DISCOVERED
post,Tech & Tools,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378/posts/2162581548,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378,Hand-Crafted 3D VFX_ Level 1/Niagara Block-in VFX - Unreal 5/Tech & Tools.html,DISCOVERED
post,Block-in Overview,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378/posts/2162581558,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378,Hand-Crafted 3D VFX_ Level 1/Niagara Block-in VFX - Unreal 5/Block-in Overview.html,DISCOVERED
post,Damage Impact - Timing & Punch,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378/posts/2158878433,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378,Hand-Crafted 3D VFX_ Level 1/Niagara Block-in VFX - Unreal 5/Damage Impact - Timing & Punch.html,DISCOVERED
post,Heal Impacts - Arcs & Ease In/Out,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378/posts/2158878434,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378,Hand-Crafted 3D VFX_ Level 1/Niagara Block-in VFX - Unreal 5/Heal Impacts - Arcs & Ease In_Out.html,DISCOVERED
post,Missile Wind-up & Impact,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378/posts/2158878435,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378,Hand-Crafted 3D VFX_ Level 1/Niagara Block-in VFX - Unreal 5/Missile Wind-up & Impact.html,DISCOVERED
post,Sequencer Addendum - Projectile Setup for Games,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378/posts/2162581574,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378,Hand-Crafted 3D VFX_ Level 1/Niagara Block-in VFX - Unreal 5/Sequencer Addendum - Projectile Setup for Games.html,DISCOVERED
post,"Explosion AoE - Anticipation, Impulse, & Rhythm",https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378/posts/2158878449,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378,"Hand-Crafted 3D VFX_ Level 1/Niagara Block-in VFX - Unreal 5/Explosion AoE - Anticipation, Impulse, & Rhythm.html",DISCOVERED
post,Niagara Review,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378/posts/2159191397,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378,Hand-Crafted 3D VFX_ Level 1/Niagara Block-in VFX - Unreal 5/Niagara Review.html,DISCOVERED
post,Intro & RGB Color Wheel,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605426/posts/2158878594,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605426,Hand-Crafted 3D VFX_ Level 1/Color Theory for VFX/Intro & RGB Color Wheel.html,DISCOVERED
post,Color Value,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605426/posts/2158878596,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605426,Hand-Crafted 3D VFX_ Level 1/Color Theory for VFX/Color Value.html,DISCOVERED
post,Saturation & Hue,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605426/posts/2158878597,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605426,Hand-Crafted 3D VFX_ Level 1/Color Theory for VFX/Saturation & Hue.html,DISCOVERED
post,Temperature & Palettes,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605426/posts/2158878599,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605426,Hand-Crafted 3D VFX_ Level 1/Color Theory for VFX/Temperature & Palettes.html,DISCOVERED
post,Addition,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605426/posts/2158878601,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605426,Hand-Crafted 3D VFX_ Level 1/Color Theory for VFX/Addition.html,DISCOVERED
post,Restraint & Readability,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605426/posts/2158878603,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605426,Hand-Crafted 3D VFX_ Level 1/Color Theory for VFX/Restraint & Readability.html,DISCOVERED
post,Intro to Krita,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474/posts/2158878644,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474,Hand-Crafted 3D VFX_ Level 1/Intro to Hand-Painted Textures - Krita/Intro to Krita.html,DISCOVERED
post,Impact Flair,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474/posts/2158878645,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474,Hand-Crafted 3D VFX_ Level 1/Intro to Hand-Painted Textures - Krita/Impact Flair.html,DISCOVERED
post,Ring,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474/posts/2158878646,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474,Hand-Crafted 3D VFX_ Level 1/Intro to Hand-Painted Textures - Krita/Ring.html,DISCOVERED
post,Embers Sprite Sheet,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474/posts/2158878647,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474,Hand-Crafted 3D VFX_ Level 1/Intro to Hand-Painted Textures - Krita/Embers Sprite Sheet.html,DISCOVERED
post,Zap Sprite Sheet,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474/posts/2158878648,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474,Hand-Crafted 3D VFX_ Level 1/Intro to Hand-Painted Textures - Krita/Zap Sprite Sheet.html,DISCOVERED
post,Wisp Sprite Sheet,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474/posts/2158878649,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474,Hand-Crafted 3D VFX_ Level 1/Intro to Hand-Painted Textures - Krita/Wisp Sprite Sheet.html,DISCOVERED
post,Liquid Splatter,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474/posts/2158878651,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474,Hand-Crafted 3D VFX_ Level 1/Intro to Hand-Painted Textures - Krita/Liquid Splatter.html,DISCOVERED
post,Tiling Noise,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474/posts/2158878652,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474,Hand-Crafted 3D VFX_ Level 1/Intro to Hand-Painted Textures - Krita/Tiling Noise.html,DISCOVERED
post,Tiling Trail,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474/posts/2158878653,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474,Hand-Crafted 3D VFX_ Level 1/Intro to Hand-Painted Textures - Krita/Tiling Trail.html,DISCOVERED
post,Hand Painted Textures Review,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474/posts/2159191545,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474,Hand-Crafted 3D VFX_ Level 1/Intro to Hand-Painted Textures - Krita/Hand Painted Textures Review.html,DISCOVERED
post,Intro to Procedural Thinking,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807/posts/2170057074,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807,Hand-Crafted 3D VFX_ Level 1/Intro to Procedural Textures - Substance Designer/Intro to Procedural Thinking.html,DISCOVERED
post,Intro to Substance Designer - Fuzzball,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807/posts/2170057080,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807,Hand-Crafted 3D VFX_ Level 1/Intro to Procedural Textures - Substance Designer/Intro to Substance Designer - Fuzzball.html,DISCOVERED
post,Lens Flare,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807/posts/2170057086,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807,Hand-Crafted 3D VFX_ Level 1/Intro to Procedural Textures - Substance Designer/Lens Flare.html,DISCOVERED
post,Ringburst,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807/posts/2170057088,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807,Hand-Crafted 3D VFX_ Level 1/Intro to Procedural Textures - Substance Designer/Ringburst.html,DISCOVERED
post,Embers - Spritesheet,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807/posts/2170874868,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807,Hand-Crafted 3D VFX_ Level 1/Intro to Procedural Textures - Substance Designer/Embers - Spritesheet.html,DISCOVERED
post,Lightning - Spritesheet,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807/posts/2170905389,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807,Hand-Crafted 3D VFX_ Level 1/Intro to Procedural Textures - Substance Designer/Lightning - Spritesheet.html,DISCOVERED
post,Wisps - Spritesheet,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807/posts/2170940649,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807,Hand-Crafted 3D VFX_ Level 1/Intro to Procedural Textures - Substance Designer/Wisps - Spritesheet.html,DISCOVERED
post,Splash,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807/posts/2171676560,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807,Hand-Crafted 3D VFX_ Level 1/Intro to Procedural Textures - Substance Designer/Splash.html,DISCOVERED
post,Tiling Noise,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807/posts/2171676514,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807,Hand-Crafted 3D VFX_ Level 1/Intro to Procedural Textures - Substance Designer/Tiling Noise.html,DISCOVERED
post,Tiling Trail,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807/posts/2171676518,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807,Hand-Crafted 3D VFX_ Level 1/Intro to Procedural Textures - Substance Designer/Tiling Trail.html,DISCOVERED
post,Ground Crack,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807/posts/2171676521,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807,Hand-Crafted 3D VFX_ Level 1/Intro to Procedural Textures - Substance Designer/Ground Crack.html,DISCOVERED
post,Intro to Blender,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605507/posts/2158878737,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605507,Hand-Crafted 3D VFX_ Level 1/Intro to Modeling for VFX - Blender & Maya/Intro to Blender.html,DISCOVERED
post,Dome & Tapered Cylinder,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605507/posts/2158878739,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605507,Hand-Crafted 3D VFX_ Level 1/Intro to Modeling for VFX - Blender & Maya/Dome & Tapered Cylinder.html,DISCOVERED
post,UVs in Blender,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605507/posts/2158878741,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605507,Hand-Crafted 3D VFX_ Level 1/Intro to Modeling for VFX - Blender & Maya/UVs in Blender.html,DISCOVERED
post,Vertex Colors,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605507/posts/2158878742,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605507,Hand-Crafted 3D VFX_ Level 1/Intro to Modeling for VFX - Blender & Maya/Vertex Colors.html,DISCOVERED
post,Modifiers,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605507/posts/2158878743,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605507,Hand-Crafted 3D VFX_ Level 1/Intro to Modeling for VFX - Blender & Maya/Modifiers.html,DISCOVERED
post,"Rings, Swipes, & Soulercoasters",https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605507/posts/2158878745,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605507,"Hand-Crafted 3D VFX_ Level 1/Intro to Modeling for VFX - Blender & Maya/Rings, Swipes, & Soulercoasters.html",DISCOVERED
post,Waterfall,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605507/posts/2161408083,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605507,Hand-Crafted 3D VFX_ Level 1/Intro to Modeling for VFX - Blender & Maya/Waterfall.html,DISCOVERED
post,Maya Basics,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605507/posts/2163766183,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605507,Hand-Crafted 3D VFX_ Level 1/Intro to Modeling for VFX - Blender & Maya/Maya Basics.html,DISCOVERED
post,Modeling Review,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605507/posts/2159191554,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605507,Hand-Crafted 3D VFX_ Level 1/Intro to Modeling for VFX - Blender & Maya/Modeling Review.html,DISCOVERED
post,Intro - Course Overview,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613/posts/2169057659,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613,Hand-Crafted 3D VFX_ Level 1/Intro to Shaders - Unity/Intro - Course Overview.html,DISCOVERED
post,How Do Shaders Work?,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613/posts/2169057662,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613,Hand-Crafted 3D VFX_ Level 1/Intro to Shaders - Unity/How Do Shaders Work_.html,DISCOVERED
post,Node-based Shader Interface,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613/posts/2169057666,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613,Hand-Crafted 3D VFX_ Level 1/Intro to Shaders - Unity/Node-based Shader Interface.html,DISCOVERED
post,Vector UVs - Texture Sampling,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613/posts/2169057669,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613,Hand-Crafted 3D VFX_ Level 1/Intro to Shaders - Unity/Vector UVs - Texture Sampling.html,DISCOVERED
post,Adding & Panning,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613/posts/2169057671,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613,Hand-Crafted 3D VFX_ Level 1/Intro to Shaders - Unity/Adding & Panning.html,DISCOVERED
post,Multiply & Scaling,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613/posts/2169057673,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613,Hand-Crafted 3D VFX_ Level 1/Intro to Shaders - Unity/Multiply & Scaling.html,DISCOVERED
post,Adjusting Texture Intensity,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613/posts/2169057674,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613,Hand-Crafted 3D VFX_ Level 1/Intro to Shaders - Unity/Adjusting Texture Intensity.html,DISCOVERED
post,Combining Textures,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613/posts/2169057677,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613,Hand-Crafted 3D VFX_ Level 1/Intro to Shaders - Unity/Combining Textures.html,DISCOVERED
post,"Step, Smoothstep & Dissolve",https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613/posts/2169057680,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613,"Hand-Crafted 3D VFX_ Level 1/Intro to Shaders - Unity/Step, Smoothstep & Dissolve.html",DISCOVERED
post,Color Lerp & Gradients,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613/posts/2169057683,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613,Hand-Crafted 3D VFX_ Level 1/Intro to Shaders - Unity/Color Lerp & Gradients.html,DISCOVERED
post,Distortion,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613/posts/2169057684,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613,Hand-Crafted 3D VFX_ Level 1/Intro to Shaders - Unity/Distortion.html,DISCOVERED
post,Creating a Full Shader,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613/posts/2169057689,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613,Hand-Crafted 3D VFX_ Level 1/Intro to Shaders - Unity/Creating a Full Shader.html,DISCOVERED
post,Properties & Shader Variants,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613/posts/2169057780,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613,Hand-Crafted 3D VFX_ Level 1/Intro to Shaders - Unity/Properties & Shader Variants.html,DISCOVERED
post,Surface Direction Fresnel,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613/posts/2169057788,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613,Hand-Crafted 3D VFX_ Level 1/Intro to Shaders - Unity/Surface Direction Fresnel.html,DISCOVERED
post,Using Positions & Distance,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613/posts/2169057791,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613,Hand-Crafted 3D VFX_ Level 1/Intro to Shaders - Unity/Using Positions & Distance.html,DISCOVERED
post,Vertex Offset,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613/posts/2169057852,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613,Hand-Crafted 3D VFX_ Level 1/Intro to Shaders - Unity/Vertex Offset.html,DISCOVERED
post,Depth Fade,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613/posts/2169057853,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153219613,Hand-Crafted 3D VFX_ Level 1/Intro to Shaders - Unity/Depth Fade.html,DISCOVERED
