type,lesson,url,name,local_path,status,size_bytes
video,Color Lerp & Gradients,https://embed-ssl.wistia.com/deliveries/1d9077152bfa48bbe662c2c6de4b00a91be7d33d.bin,Color Lerp & Gradients.mp4,Hand-Crafted 3D VFX_ Level 1/Intro to Shaders - Unity/Color Lerp & Gradients.mp4,ALREADY_EXISTS_MP4,21307263
video,"Step, Smoothstep & Dissolve",https://embed-ssl.wistia.com/deliveries/80caaf4c41dbf2292c18b8d81f616bbc253e7d1f.bin,"Step, Smoothstep & Dissolve.mp4","Hand-Crafted 3D VFX_ Level 1/Intro to Shaders - Unity/Step, Smoothstep & Dissolve.mp4",ALREADY_EXISTS_MP4,30947436
video,Distortion,https://embed-ssl.wistia.com/deliveries/d27b5e5558c4705b84bde7c7bb569bd35351c5be.bin,Distortion.mp4,Hand-Crafted 3D VFX_ Level 1/Intro to Shaders - Unity/Distortion.mp4,ALREADY_EXISTS_MP4,34762612
video,Surface Direction Fresnel,https://embed-ssl.wistia.com/deliveries/258c9ffb6d8532b37bd720cff59bf7519eeef3fc.bin,Surface Direction Fresnel.mp4,Hand-Crafted 3D VFX_ Level 1/Intro to Shaders - Unity/Surface Direction Fresnel.mp4,ALREADY_EXISTS_MP4,51611945
video,Creating a Full Shader,https://embed-ssl.wistia.com/deliveries/1ba216b9ff34b3734f70ae00573f31e5c3339cf1.bin,Creating a Full Shader.mp4,Hand-Crafted 3D VFX_ Level 1/Intro to Shaders - Unity/Creating a Full Shader.mp4,ALREADY_EXISTS_MP4,49456488
video,Properties & Shader Variants,https://embed-ssl.wistia.com/deliveries/8de26cee211fb769ec734287a46e0f40613bf9ce.bin,Properties & Shader Variants.mp4,Hand-Crafted 3D VFX_ Level 1/Intro to Shaders - Unity/Properties & Shader Variants.mp4,ALREADY_EXISTS_MP4,91173291
video,Using Positions & Distance,https://embed-ssl.wistia.com/deliveries/aeb9fef97d8a9f6fab218d6891a86fc10a683235.bin,Using Positions & Distance.mp4,Hand-Crafted 3D VFX_ Level 1/Intro to Shaders - Unity/Using Positions & Distance.mp4,ALREADY_EXISTS_MP4,38095362
video,Vertex Offset,https://embed-ssl.wistia.com/deliveries/40cfbf0f27c5fe2db92e217e325aa311f761ef15.bin,Vertex Offset.mp4,Hand-Crafted 3D VFX_ Level 1/Intro to Shaders - Unity/Vertex Offset.mp4,ALREADY_EXISTS_MP4,80332803
video,Intro & Overview,https://embed-ssl.wistia.com/deliveries/4d7851cffdff1cf4531a086726114fe31003a69c.bin,Intro & Overview.mp4,Hand-Crafted 3D VFX_ Level 1/Intro to Materials - Unreal 5/Intro & Overview.mp4,ALREADY_EXISTS_MP4,22252097
video,Shaders & Particle System,https://embed-ssl.wistia.com/deliveries/a81a82e63e2b32b24d3c91bf6f82620a8aeb71cd.bin,Shaders & Particle System.mp4,Hand-Crafted 3D VFX_ Level 1/Intro to Shaders - Unity/Shaders & Particle System.mp4,ALREADY_EXISTS_MP4,82351875
video,Depth Fade,https://embed-ssl.wistia.com/deliveries/c70b25b1aa222213a2dcc9610a686fdf54ce68fa.bin,Depth Fade.mp4,Hand-Crafted 3D VFX_ Level 1/Intro to Shaders - Unity/Depth Fade.mp4,ALREADY_EXISTS_MP4,67912230
video,Node-based Shader Interface,https://embed-ssl.wistia.com/deliveries/7901382dcb66177a555e01f39338afa4399800ae.bin,Node-based Shader Interface.mp4,Hand-Crafted 3D VFX_ Level 1/Intro to Materials - Unreal 5/Node-based Shader Interface.mp4,ALREADY_EXISTS_MP4,37675703
video,Adjusting Textures,https://embed-ssl.wistia.com/deliveries/7327a23f66f1d64ecec48d1880b03e5983faef2d.bin,Adjusting Textures.mp4,Hand-Crafted 3D VFX_ Level 1/Intro to Materials - Unreal 5/Adjusting Textures.mp4,ALREADY_EXISTS_MP4,58557600
video,Add & Panning,https://embed-ssl.wistia.com/deliveries/25132d72677255d75166958fa994250eb2f361b3.bin,Add & Panning.mp4,Hand-Crafted 3D VFX_ Level 1/Intro to Materials - Unreal 5/Add & Panning.mp4,ALREADY_EXISTS_MP4,33251252
video,Multiply & Scaling,https://embed-ssl.wistia.com/deliveries/b82b28445ebe71920931488867c63c8b01f63816.bin,Multiply & Scaling.mp4,Hand-Crafted 3D VFX_ Level 1/Intro to Materials - Unreal 5/Multiply & Scaling.mp4,ALREADY_EXISTS_MP4,28169883
video,"Vector, UVs, & Texture Sampling",https://embed-ssl.wistia.com/deliveries/3ad737faa4071917308513144eb25610cd3d22a0.bin,"Vector, UVs, & Texture Sampling.mp4","Hand-Crafted 3D VFX_ Level 1/Intro to Materials - Unreal 5/Vector, UVs, & Texture Sampling.mp4",ALREADY_EXISTS_MP4,28778357
video,Combining Textures,https://embed-ssl.wistia.com/deliveries/f381060186bed20c1eb9b1ca3781ed120d440933.bin,Combining Textures.mp4,Hand-Crafted 3D VFX_ Level 1/Intro to Materials - Unreal 5/Combining Textures.mp4,ALREADY_EXISTS_MP4,63612550
video,Stepping,https://embed-ssl.wistia.com/deliveries/4665c1b2a56e718f7312e487fb97162421db4906.bin,Stepping.mp4,Hand-Crafted 3D VFX_ Level 1/Intro to Materials - Unreal 5/Stepping.mp4,ALREADY_EXISTS_MP4,30722366
video,Distortion,https://embed-ssl.wistia.com/deliveries/b67588aae301c679483a7cd02785c80787a1eec8.bin,Distortion.mp4,Hand-Crafted 3D VFX_ Level 1/Intro to Materials - Unreal 5/Distortion.mp4,ALREADY_EXISTS_MP4,58116720
video,Output Pipeline,https://embed-ssl.wistia.com/deliveries/0a13dee761ac3d882cc7eee794a50bf776bd2bc8.bin,Output Pipeline.mp4,Hand-Crafted 3D VFX_ Level 1/Intro to Materials - Unreal 5/Output Pipeline.mp4,ALREADY_EXISTS_MP4,120433392
video,Positions & Distance Sampling,https://embed-ssl.wistia.com/deliveries/c60ece6b41ea6d3bce4c142dd5fe4c8934424328.bin,Positions & Distance Sampling.mp4,Hand-Crafted 3D VFX_ Level 1/Intro to Materials - Unreal 5/Positions & Distance Sampling.mp4,ALREADY_EXISTS_MP4,115306735
video,Lerp & Color,https://embed-ssl.wistia.com/deliveries/80d501506c07561e20e5170692d1b8e9953d3998.bin,Lerp & Color.mp4,Hand-Crafted 3D VFX_ Level 1/Intro to Materials - Unreal 5/Lerp & Color.mp4,ALREADY_EXISTS_MP4,40208259
video,Vertex Offset,https://embed-ssl.wistia.com/deliveries/13f1bef911ed9807ac61d3192bc3b2b8e2296209.bin,Vertex Offset.mp4,Hand-Crafted 3D VFX_ Level 1/Intro to Materials - Unreal 5/Vertex Offset.mp4,ALREADY_EXISTS_MP4,85414378
video,Vectors & Fresnel,https://embed-ssl.wistia.com/deliveries/74187d2703a88cc1f45cab0a0c1cb0d88675dbe2.bin,Vectors & Fresnel.mp4,Hand-Crafted 3D VFX_ Level 1/Intro to Materials - Unreal 5/Vectors & Fresnel.mp4,ALREADY_EXISTS_MP4,107696898
video,Depth Fade,https://embed-ssl.wistia.com/deliveries/645ac7e280c57f65f3cb07dddaa4567eead1d023.bin,Depth Fade.mp4,Hand-Crafted 3D VFX_ Level 1/Intro to Materials - Unreal 5/Depth Fade.mp4,ALREADY_EXISTS_MP4,99771168
video,Gameplay Lecture,https://embed-ssl.wistia.com/deliveries/53a5ac1870f191a1b4e64e98d844697e5faef0e9.bin,Gameplay Lecture.mp4,Hand-Crafted 3D VFX_ Level 1/Art Foundational Lectures - Explained/Gameplay Lecture.mp4,ALREADY_EXISTS_MP4,107039780
video,Guiding Principles Lecture,https://embed-ssl.wistia.com/deliveries/27b0fab187a4731372b399ac7554608ce3fa0a0b.bin,Guiding Principles Lecture.mp4,Hand-Crafted 3D VFX_ Level 1/Art Foundational Lectures - Explained/Guiding Principles Lecture.mp4,ALREADY_EXISTS_MP4,175720569
video,Shape Lecture,https://embed-ssl.wistia.com/deliveries/a5cf37ed91aa010b1d2cf9be6c1f159d30c66bf1.bin,Shape Lecture.mp4,Hand-Crafted 3D VFX_ Level 1/Art Foundational Lectures - Explained/Shape Lecture.mp4,ALREADY_EXISTS_MP4,70353511
video,Color Lecture,https://embed-ssl.wistia.com/deliveries/a6014c02f456672e17b5eabc3b2e0e7acec2835e.bin,Color Lecture.mp4,Hand-Crafted 3D VFX_ Level 1/Art Foundational Lectures - Explained/Color Lecture.mp4,ALREADY_EXISTS_MP4,114947180
video,Value Lecture,https://embed-ssl.wistia.com/deliveries/230b115caf2776ef247955fcc0c2f490631b0ff6.bin,Value Lecture.mp4,Hand-Crafted 3D VFX_ Level 1/Art Foundational Lectures - Explained/Value Lecture.mp4,ALREADY_EXISTS_MP4,87920570
video,Timing Lecture,https://embed-ssl.wistia.com/deliveries/5d855568faaea06b7a948e5dbd5b9e6acc44c7c6.bin,Timing Lecture.mp4,Hand-Crafted 3D VFX_ Level 1/Art Foundational Lectures - Explained/Timing Lecture.mp4,ALREADY_EXISTS_MP4,118341241
video,Composition Lecture,https://embed-ssl.wistia.com/deliveries/745a5c4007a9e612a54b545d2ec0504ef200d6fe.bin,Composition Lecture.mp4,Hand-Crafted 3D VFX_ Level 1/Art Foundational Lectures - Explained/Composition Lecture.mp4,ALREADY_EXISTS_MP4,118387390
video,Introduction,https://embed-ssl.wistia.com/deliveries/041b447acac67286daf7f36c29b96f148594821e.bin,Introduction.mp4,Hand-Crafted 3D VFX_ Level 1/League of Effects (Fan Art) Breakdowns/Introduction.mp4,ALREADY_EXISTS_MP4,31019760
video,QbieShay's Godot Curve Mesh,https://embed-ssl.wistia.com/deliveries/e702f520180c7722b9df7ef24e9d1ea17209af54.bin,QbieShay's Godot Curve Mesh.mp4,Hand-Crafted 3D VFX_ Level 1/Particle Practices - Community Recordings/QbieShay's Godot Curve Mesh.mp4,ALREADY_EXISTS_MP4,335952273
video,Breakdown: Super Mega Death Rocket (Fan Art),https://embed-ssl.wistia.com/deliveries/1ba7e4d09512667dd789ec0b3355ef4ffbeee1e4.bin,Breakdown_ Super Mega Death Rocket (Fan Art).mp4,Hand-Crafted 3D VFX_ Level 1/League of Effects (Fan Art) Breakdowns/Breakdown_ Super Mega Death Rocket (Fan Art).mp4,ALREADY_EXISTS_MP4,101816925
resource,Breakdown: Super Mega Death Rocket (Fan Art),https://www.vfxapprentice.com/courses/downloads/2156041757/league_of_legends_vfx_fan_art_v0-1-zip,League_of_Legends_VFX_Fan_Art_v0.1.zip,Hand-Crafted 3D VFX_ Level 1/League of Effects (Fan Art) Breakdowns/League_of_Legends_VFX_Fan_Art_v0.1.zip,ALREADY_EXISTS_ZIP,9841726
video,Nibilli's Muzzle Flash,https://embed-ssl.wistia.com/deliveries/7c05a85155625f5bf876240fad6973c679e76fe9.bin,Nibilli's Muzzle Flash.mp4,Hand-Crafted 3D VFX_ Level 1/Particle Practices - Community Recordings/Nibilli's Muzzle Flash.mp4,ALREADY_EXISTS_MP4,482670656
resource,Nibilli's Muzzle Flash,https://www.vfxapprentice.com/courses/downloads/2154012314/2323-120_nibili_s_follow_along_muzzle_flash-zip,2323-120_Nibili_s_Follow_Along_Muzzle_Flash.zip,Hand-Crafted 3D VFX_ Level 1/Particle Practices - Community Recordings/2323-120_Nibili_s_Follow_Along_Muzzle_Flash.zip,ALREADY_EXISTS_ZIP,3840213
video,Nibilli's Curve Mesh,https://embed-ssl.wistia.com/deliveries/683fbd8385ffe19c83ff3bc9bca198ff333360d8.bin,Nibilli's Curve Mesh.mp4,Hand-Crafted 3D VFX_ Level 1/Particle Practices - Community Recordings/Nibilli's Curve Mesh.mp4,ALREADY_EXISTS_MP4,496595762
resource,Nibilli's Curve Mesh,https://www.vfxapprentice.com/courses/downloads/2154012316/2323-130_nibili_s_follow_along_curve_mesh-zip,2323-130_Nibili_s_Follow_Along_Curve_Mesh.zip,Hand-Crafted 3D VFX_ Level 1/Particle Practices - Community Recordings/2323-130_Nibili_s_Follow_Along_Curve_Mesh.zip,ALREADY_EXISTS_ZIP,487649
video,Nibilli's Explosion,https://embed-ssl.wistia.com/deliveries/8442b101b18d8ced66f5512ea6c3a65dafe1913d.bin,Nibilli's Explosion.mp4,Hand-Crafted 3D VFX_ Level 1/Particle Practices - Community Recordings/Nibilli's Explosion.mp4,ALREADY_EXISTS_MP4,748386893
resource,Nibilli's Explosion,https://www.vfxapprentice.com/courses/downloads/2154012312/2323-110-nibili_s_follow_along_explosion-zip,2323-110-Nibili_s_Follow_Along_Explosion.zip,Hand-Crafted 3D VFX_ Level 1/Particle Practices - Community Recordings/2323-110-Nibili_s_Follow_Along_Explosion.zip,ALREADY_EXISTS_ZIP,2798047
video,Nibilli's Aura Effect,https://embed-ssl.wistia.com/deliveries/085b79e4204fa8f4a4e1934a3e03c3d21b78c24b.bin,Nibilli's Aura Effect.mp4,Hand-Crafted 3D VFX_ Level 1/Particle Practices - Community Recordings/Nibilli's Aura Effect.mp4,ALREADY_EXISTS_MP4,662347912
resource,Nibilli's Aura Effect,https://www.vfxapprentice.com/courses/downloads/2154012318/2323-150_nibili_s_follow_along_aura_effect-zip,2323-150_Nibili_s_Follow_Along_Aura_Effect.zip,Hand-Crafted 3D VFX_ Level 1/Particle Practices - Community Recordings/2323-150_Nibili_s_Follow_Along_Aura_Effect.zip,ALREADY_EXISTS_ZIP,663354
video,Nibilli's Shield Effect,https://embed-ssl.wistia.com/deliveries/3da428fc83eeac5fc641b1774176d44dcc7f3626.bin,Nibilli's Shield Effect.mp4,Hand-Crafted 3D VFX_ Level 1/Particle Practices - Community Recordings/Nibilli's Shield Effect.mp4,ALREADY_EXISTS_MP4,751325416
resource,Nibilli's Shield Effect,https://www.vfxapprentice.com/courses/downloads/2154012320/2323-160_nibili_s_follow_along_shield_effect-zip,2323-160_Nibili_s_Follow_Along_Shield_Effect.zip,Hand-Crafted 3D VFX_ Level 1/Particle Practices - Community Recordings/2323-160_Nibili_s_Follow_Along_Shield_Effect.zip,ALREADY_EXISTS_ZIP,3700764
video,Nibilli's Anime Flare,https://embed-ssl.wistia.com/deliveries/321f3f339ff8d6673906005d0216554b1f6fe823.bin,Nibilli's Anime Flare.mp4,Hand-Crafted 3D VFX_ Level 1/Particle Practices - Community Recordings/Nibilli's Anime Flare.mp4,ALREADY_EXISTS_MP4,626026163
video,Nibilli's Magic Orb,https://embed-ssl.wistia.com/deliveries/f685aad57cd2ee14401a9836e4db66422bc5e268.bin,Nibilli's Magic Orb.mp4,Hand-Crafted 3D VFX_ Level 1/Particle Practices - Community Recordings/Nibilli's Magic Orb.mp4,ALREADY_EXISTS_MP4,610049608
resource,Nibilli's Magic Orb,https://www.vfxapprentice.com/courses/downloads/2154074893/vfxaorb-zip,VFXAOrb.zip,Hand-Crafted 3D VFX_ Level 1/Particle Practices - Community Recordings/VFXAOrb.zip,ALREADY_EXISTS_ZIP,10347666
video,Nibilli's Beam,https://embed-ssl.wistia.com/deliveries/317d0e1a2de2c8b3256f3ed87f247c5bdf20cb6c.bin,Nibilli's Beam.mp4,Hand-Crafted 3D VFX_ Level 1/Particle Practices - Community Recordings/Nibilli's Beam.mp4,ALREADY_EXISTS_MP4,522560870
resource,Nibilli's Beam,https://www.vfxapprentice.com/courses/downloads/2154012322/beamvrfxa-zip,BeamVRFXA.zip,Hand-Crafted 3D VFX_ Level 1/Particle Practices - Community Recordings/BeamVRFXA.zip,ALREADY_EXISTS_ZIP,4090063
video,Ben's Fire Flippbook,https://embed-ssl.wistia.com/deliveries/883e237221b5230184f74084d0c18ed59909e681.bin,Ben's Fire Flippbook.mp4,Hand-Crafted 3D VFX_ Level 1/Particle Practices - Community Recordings/Ben's Fire Flippbook.mp4,ALREADY_EXISTS_MP4,436067972
video,Unity Scene Setup,https://embed-ssl.wistia.com/deliveries/a92388c17446ecf168dc6e2fbc5acfd222f80c20.bin,Unity Scene Setup.mp4,Hand-Crafted 3D VFX_ Level 1/Elemental Studies - Unity/Unity Scene Setup.mp4,ALREADY_EXISTS_MP4,22753302
video,Nibilli's & QbieShay's Slash,https://embed-ssl.wistia.com/deliveries/61e93a1aad50a259d31d98475da4a42cad04151f.bin,Nibilli's & QbieShay's Slash.mp4,Hand-Crafted 3D VFX_ Level 1/Particle Practices - Community Recordings/Nibilli's & QbieShay's Slash.mp4,ALREADY_EXISTS_MP4,511329757
resource,Nibilli's & QbieShay's Slash,https://www.vfxapprentice.com/courses/downloads/2155168166/slash-source-files-zip,Slash-Source-Files.zip,Hand-Crafted 3D VFX_ Level 1/Particle Practices - Community Recordings/Slash-Source-Files.zip,ALREADY_EXISTS_ZIP,268925
video,Series Introduction,https://embed-ssl.wistia.com/deliveries/8a62c6354aba4b1c9d50dec9fb783eb82dc250ed.bin,Series Introduction.mp4,Hand-Crafted 3D VFX_ Level 1/Elemental Studies - Unity/Series Introduction.mp4,ALREADY_EXISTS_MP4,16662927
video,Ambient Fog Breakdown,https://embed-ssl.wistia.com/deliveries/57392ad2876c7199f90ff6cac9531691c13cba6f.bin,Ambient Fog Breakdown.mp4,Hand-Crafted 3D VFX_ Level 1/Elemental Studies - Unity/Ambient Fog Breakdown.mp4,ALREADY_EXISTS_MP4,75739234
video,Informative Video - Fire,https://embed-ssl.wistia.com/deliveries/54fc888712a0df51cd780b5d7c101de644c43d71.bin,Informative Video - Fire.mp4,Hand-Crafted 3D VFX_ Level 1/Elemental Studies - Unity/Informative Video - Fire.mp4,ALREADY_EXISTS_MP4,52387783
video,Campfire Breakdown,https://embed-ssl.wistia.com/deliveries/ddb84f68269059f3f77f122374f2092b62c28616.bin,Campfire Breakdown.mp4,Hand-Crafted 3D VFX_ Level 1/Elemental Studies - Unity/Campfire Breakdown.mp4,ALREADY_EXISTS_MP4,213988908
video,Hit Impact Breakdown,https://embed-ssl.wistia.com/deliveries/b931f55efca7a1fe75a27afb794f70aa6f038a89.bin,Hit Impact Breakdown.mp4,Hand-Crafted 3D VFX_ Level 1/Elemental Studies - Unity/Hit Impact Breakdown.mp4,ALREADY_EXISTS_MP4,126778516
video,Informative Video - Lightning,https://embed-ssl.wistia.com/deliveries/63000c31817ee11a03360f6f8e7d1b6de83ae276.bin,Informative Video - Lightning.mp4,Hand-Crafted 3D VFX_ Level 1/Elemental Studies - Unity/Informative Video - Lightning.mp4,ALREADY_EXISTS_MP4,36559863
video,Lightning Beam Breakdown,https://embed-ssl.wistia.com/deliveries/5396971dcd41c8f8b8afc4cdca6246aff06d306f.bin,Lightning Beam Breakdown.mp4,Hand-Crafted 3D VFX_ Level 1/Elemental Studies - Unity/Lightning Beam Breakdown.mp4,ALREADY_EXISTS_MP4,118527102
video,Sword Swipe Breakdown,https://embed-ssl.wistia.com/deliveries/3b0ca82976066f4d94cb01dce7cd03bdb85e5890.bin,Sword Swipe Breakdown.mp4,Hand-Crafted 3D VFX_ Level 1/Elemental Studies - Unity/Sword Swipe Breakdown.mp4,ALREADY_EXISTS_MP4,45861971
video,Informative Video - Water,https://embed-ssl.wistia.com/deliveries/1eb52423624434c2855e252bc712a254da4080e2.bin,Informative Video - Water.mp4,Hand-Crafted 3D VFX_ Level 1/Elemental Studies - Unity/Informative Video - Water.mp4,ALREADY_EXISTS_MP4,77846424
video,Series Introduction,https://embed-ssl.wistia.com/deliveries/4ef9e938b09982acaf1d46565ea507dac74748f8.bin,Series Introduction.mp4,Hand-Crafted 3D VFX_ Level 1/Elemental Studies - Unreal/Series Introduction.mp4,ALREADY_EXISTS_MP4,21199839
video,Fireball Breakdown,https://embed-ssl.wistia.com/deliveries/40e7632d98b088b61a3ee47a3327ed9842f5b612.bin,Fireball Breakdown.mp4,Hand-Crafted 3D VFX_ Level 1/Elemental Studies - Unity/Fireball Breakdown.mp4,ALREADY_EXISTS_MP4,96490587
video,Waterfall Breakdown,https://embed-ssl.wistia.com/deliveries/1a64cb45b927d353f1543295e81324740c6d2d2e.bin,Waterfall Breakdown.mp4,Hand-Crafted 3D VFX_ Level 1/Elemental Studies - Unity/Waterfall Breakdown.mp4,ALREADY_EXISTS_MP4,166451159
video,Unreal Scene Setup,https://embed-ssl.wistia.com/deliveries/7e30d158c6b4458ab3e281d2359a01d2d3dc8c4e.bin,Unreal Scene Setup.mp4,Hand-Crafted 3D VFX_ Level 1/Elemental Studies - Unreal/Unreal Scene Setup.mp4,ALREADY_EXISTS_MP4,42828378
video,Fog Breakdown,https://embed-ssl.wistia.com/deliveries/b2284b2f494b7b11eea8e9849864836ae16b0a91.bin,Fog Breakdown.mp4,Hand-Crafted 3D VFX_ Level 1/Elemental Studies - Unreal/Fog Breakdown.mp4,ALREADY_EXISTS_MP4,114991545
video,Informative Video - Fire,https://embed-ssl.wistia.com/deliveries/54fc888712a0df51cd780b5d7c101de644c43d71.bin,Informative Video - Fire.mp4,Hand-Crafted 3D VFX_ Level 1/Elemental Studies - Unreal/Informative Video - Fire.mp4,ALREADY_EXISTS_MP4,52387783
video,Hit Impact Breakdown,https://embed-ssl.wistia.com/deliveries/ab6d2844322a246d0c92d68a56a826b96d682d60.bin,Hit Impact Breakdown.mp4,Hand-Crafted 3D VFX_ Level 1/Elemental Studies - Unreal/Hit Impact Breakdown.mp4,ALREADY_EXISTS_MP4,182115740
video,Campfire Breakdown,https://embed-ssl.wistia.com/deliveries/b440b70a633460ac8c91094730b818d8f893caca.bin,Campfire Breakdown.mp4,Hand-Crafted 3D VFX_ Level 1/Elemental Studies - Unreal/Campfire Breakdown.mp4,ALREADY_EXISTS_MP4,331325364
video,Informative Video - Lightning,https://embed-ssl.wistia.com/deliveries/63000c31817ee11a03360f6f8e7d1b6de83ae276.bin,Informative Video - Lightning.mp4,Hand-Crafted 3D VFX_ Level 1/Elemental Studies - Unreal/Informative Video - Lightning.mp4,ALREADY_EXISTS_MP4,36559863
video,Lightning Beam Breakdown,https://embed-ssl.wistia.com/deliveries/930fc67c6367765e5200b1c07b898f1e0ea2b595.bin,Lightning Beam Breakdown.mp4,Hand-Crafted 3D VFX_ Level 1/Elemental Studies - Unreal/Lightning Beam Breakdown.mp4,ALREADY_EXISTS_MP4,184989652
video,Sword Swipe Breakdown,https://embed-ssl.wistia.com/deliveries/531e6f09fea8e14269d150a9efa1815c31b51abc.bin,Sword Swipe Breakdown.mp4,Hand-Crafted 3D VFX_ Level 1/Elemental Studies - Unreal/Sword Swipe Breakdown.mp4,ALREADY_EXISTS_MP4,132552590
video,Fireball Breakdown,https://embed-ssl.wistia.com/deliveries/23e0c2292d9f309a0c8c8a89a344769f95c4d08b.bin,Fireball Breakdown.mp4,Hand-Crafted 3D VFX_ Level 1/Elemental Studies - Unreal/Fireball Breakdown.mp4,ALREADY_EXISTS_MP4,203138088
video,Informative Video - Water,https://embed-ssl.wistia.com/deliveries/1eb52423624434c2855e252bc712a254da4080e2.bin,Informative Video - Water.mp4,Hand-Crafted 3D VFX_ Level 1/Elemental Studies - Unreal/Informative Video - Water.mp4,ALREADY_EXISTS_MP4,77846424
video,Waterfall Breakdown,https://embed-ssl.wistia.com/deliveries/be88d0a48b3e865bec9c6cafa513e19dd2ae372d.bin,Waterfall Breakdown.mp4,Hand-Crafted 3D VFX_ Level 1/Elemental Studies - Unreal/Waterfall Breakdown.mp4,ALREADY_EXISTS_MP4,302482591
video,Unity Project Overview,https://embed-ssl.wistia.com/deliveries/babd6e9059cc574c4bedef985abae9fd3c754f43.bin,Unity Project Overview.mp4,Hand-Crafted 3D VFX_ Level 2/Project - Download/Unity Project Overview.mp4,ALREADY_EXISTS_MP4,37147486
video,Unreal 5 Project Overview,https://embed-ssl.wistia.com/deliveries/601fcdd8047b8048d326eeb0f4afc60fecb8f2a3.bin,Unreal 5 Project Overview.mp4,Hand-Crafted 3D VFX_ Level 2/Project - Download/Unreal 5 Project Overview.mp4,ALREADY_EXISTS_MP4,67420307
video,Introduction Navigation & Project Overview - Unity,https://embed-ssl.wistia.com/deliveries/0a0a76f3ec580034c6c80b46b2ab3b73c58d264c.bin,Introduction Navigation & Project Overview - Unity.mp4,Hand-Crafted 3D VFX_ Level 2/Unity Booms & Blasts - Legacy/Introduction Navigation & Project Overview - Unity.mp4,ALREADY_EXISTS_MP4,32696087
video,Particle Animation Lecture,https://embed-ssl.wistia.com/deliveries/ffa153938b899f2124869a5d5bfc5dc1a12cb558.bin,Particle Animation Lecture.mp4,Hand-Crafted 3D VFX_ Level 2/Particle Animation - Explained/Particle Animation Lecture.mp4,ALREADY_EXISTS_MP4,438181645
video,Kitbashing - Unity,https://embed-ssl.wistia.com/deliveries/b710cc8df3dfb0dabb194f935bfa1ce659a1e48c.bin,Kitbashing - Unity.mp4,Hand-Crafted 3D VFX_ Level 2/Unity Booms & Blasts - Legacy/Kitbashing - Unity.mp4,ALREADY_EXISTS_MP4,39242223
video,Particle Systems Overview - Unity,https://embed-ssl.wistia.com/deliveries/b934c26ecb7f164d62b86db0280b4b0cef76f450.bin,Particle Systems Overview - Unity.mp4,Hand-Crafted 3D VFX_ Level 2/Unity Booms & Blasts - Legacy/Particle Systems Overview - Unity.mp4,ALREADY_EXISTS_MP4,317237659
video,Fire Explosion Breakdown - Unity,https://embed-ssl.wistia.com/deliveries/59655fbad2f1219775b41593b8bed331d02ed7ac.bin,Fire Explosion Breakdown - Unity.mp4,Hand-Crafted 3D VFX_ Level 2/Unity Booms & Blasts - Legacy/Fire Explosion Breakdown - Unity.mp4,ALREADY_EXISTS_MP4,187153226
video,Lightning Zap Breakdown - Unity,https://embed-ssl.wistia.com/deliveries/051a17c8ab0c5622d08ac6057b15ed311c6add7d.bin,Lightning Zap Breakdown - Unity.mp4,Hand-Crafted 3D VFX_ Level 2/Unity Booms & Blasts - Legacy/Lightning Zap Breakdown - Unity.mp4,ALREADY_EXISTS_MP4,99583466
video,Wispy Cloud Breakdown - Unity,https://embed-ssl.wistia.com/deliveries/526dc41931d52287a1498438617152a1894ee3f4.bin,Wispy Cloud Breakdown - Unity.mp4,Hand-Crafted 3D VFX_ Level 2/Unity Booms & Blasts - Legacy/Wispy Cloud Breakdown - Unity.mp4,ALREADY_EXISTS_MP4,121474710
video,Goo Splat Breakdown - Unity,https://embed-ssl.wistia.com/deliveries/ab8cd97416fd13521b46b7c44c64a9c32604177b.bin,Goo Splat Breakdown - Unity.mp4,Hand-Crafted 3D VFX_ Level 2/Unity Booms & Blasts - Legacy/Goo Splat Breakdown - Unity.mp4,ALREADY_EXISTS_MP4,83163104
video,Intro to Unreal - Unreal 4,https://embed-ssl.wistia.com/deliveries/72e9c07c02fadcd731ac81f3b936c55a811861ad.bin,Intro to Unreal - Unreal 4.mp4,Hand-Crafted 3D VFX_ Level 2/Unreal Cascade Booms & Blasts - Legacy/Intro to Unreal - Unreal 4.mp4,ALREADY_EXISTS_MP4,220662332
video,Intro to Cascade - Unreal 4,https://embed-ssl.wistia.com/deliveries/2b3f1f5d155199303af0a56d2722c55c4a54b14d.bin,Intro to Cascade - Unreal 4.mp4,Hand-Crafted 3D VFX_ Level 2/Unreal Cascade Booms & Blasts - Legacy/Intro to Cascade - Unreal 4.mp4,ALREADY_EXISTS_MP4,204724599
video,Project Walkthrough - Unreal 4,https://embed-ssl.wistia.com/deliveries/dcee7ff8187e6a9f634106ed6c8330ddea90283a.bin,Project Walkthrough - Unreal 4.mp4,Hand-Crafted 3D VFX_ Level 2/Unreal Cascade Booms & Blasts - Legacy/Project Walkthrough - Unreal 4.mp4,ALREADY_EXISTS_MP4,429969888
video,Intro to Materials - Unreal 4,https://embed-ssl.wistia.com/deliveries/d4fb35cf121f6febaab9d56ba697fc75b6ae6b5e.bin,Intro to Materials - Unreal 4.mp4,Hand-Crafted 3D VFX_ Level 2/Unreal Cascade Booms & Blasts - Legacy/Intro to Materials - Unreal 4.mp4,ALREADY_EXISTS_MP4,268785556
