type,title,url,parent_url,local_path,status,size_bytes,seconds,error
post,"Lee ""Zeph"" Parks - Paintover",https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150659854/posts/2165301535,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150659854,Hand-Drawn 2D FX_ Level 2/Paintover Series - Explained/Lee _Zeph_ Parks - Paintover.html,DOWNLOADED,464826,6.858,
post,Paintover Series Review,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150659854/posts/2159083981,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150659854,Hand-Drawn 2D FX_ Level 2/Paintover Series - Explained/Paintover Series Review.html,DOWNLOADED,310046,7.322,
post,Ethan Wesley Maddix - Paintover,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150659854/posts/2165687614,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150659854,Hand-Drawn 2D FX_ Level 2/Paintover Series - Explained/Ethan Wesley Maddix - Paintover.html,DOWNLOADED,427762,11.764,
category,Toxic Avatar,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150659860,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150659858,Hand-Drawn 2D FX_ Level 2/Integrating FX With a Character - Animation/Toxic Avatar/index.html,DOWNLOADED,480905,6.478,
post,Animation and Post-Process Tracks Overview,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150659817/posts/2159083955,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150659817,Hand-Drawn 2D FX_ Level 2/Animation & Post-Process - Track Overview/Animation and Post-Process Tracks Overview.html,DOWNLOADED,417943,10.335,
category,Holy Avatar,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150659861,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150659858,Hand-Drawn 2D FX_ Level 2/Integrating FX With a Character - Animation/Holy Avatar/index.html,DOWNLOADED,492599,10.018,
category,Wind Avatar,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150659862,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150659858,Hand-Drawn 2D FX_ Level 2/Integrating FX With a Character - Animation/Wind Avatar/index.html,DOWNLOADED,854785,10.730,
category,Flame Avatar,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150659868,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150659858,Hand-Drawn 2D FX_ Level 2/Integrating FX With a Character - Animation/Flame Avatar/index.html,DOWNLOADED,630933,10.619,
category,Electric Avatar,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150659869,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150659858,Hand-Drawn 2D FX_ Level 2/Integrating FX With a Character - Animation/Electric Avatar/index.html,DOWNLOADED,587184,9.971,
category,Review,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150659871,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150659858,Hand-Drawn 2D FX_ Level 2/Integrating FX With a Character - Animation/Review/index.html,DOWNLOADED,500877,7.096,
category,Intro to After Effects,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150660579,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150660577,Hand-Drawn 2D FX_ Level 2/Post-Process & Motion Graphics Track/Intro to After Effects/index.html,DOWNLOADED,399194,7.183,
category,Text Pops & Wiggles,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150660580,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150660577,Hand-Drawn 2D FX_ Level 2/Post-Process & Motion Graphics Track/Text Pops & Wiggles/index.html,DOWNLOADED,508526,7.430,
category,Card Shimmer,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150660582,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150660577,Hand-Drawn 2D FX_ Level 2/Post-Process & Motion Graphics Track/Card Shimmer/index.html,DOWNLOADED,505354,9.731,
category,Heart Bubbles,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150660585,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150660577,Hand-Drawn 2D FX_ Level 2/Post-Process & Motion Graphics Track/Heart Bubbles/index.html,DOWNLOADED,406679,8.957,
category,Goo Orb,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150660587,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150660577,Hand-Drawn 2D FX_ Level 2/Post-Process & Motion Graphics Track/Goo Orb/index.html,DOWNLOADED,439373,9.042,
category,Directional Fire,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150660588,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150660577,Hand-Drawn 2D FX_ Level 2/Post-Process & Motion Graphics Track/Directional Fire/index.html,DOWNLOADED,428593,8.896,
category,Spiral Smoke Poof,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150660591,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150660577,Hand-Drawn 2D FX_ Level 2/Post-Process & Motion Graphics Track/Spiral Smoke Poof/index.html,DOWNLOADED,420608,9.022,
category,Wind Avatar,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150660592,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150660577,Hand-Drawn 2D FX_ Level 2/Post-Process & Motion Graphics Track/Wind Avatar/index.html,DOWNLOADED,396408,9.196,
category,Flame Avatar,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150660589,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150660577,Hand-Drawn 2D FX_ Level 2/Post-Process & Motion Graphics Track/Flame Avatar/index.html,DOWNLOADED,521892,9.332,
category,Holy Avatar,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150660595,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150660577,Hand-Drawn 2D FX_ Level 2/Post-Process & Motion Graphics Track/Holy Avatar/index.html,DOWNLOADED,455318,9.398,
category,Toxic Avatar,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150660596,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150660577,Hand-Drawn 2D FX_ Level 2/Post-Process & Motion Graphics Track/Toxic Avatar/index.html,DOWNLOADED,463500,9.295,
category,Electric Avatar,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150660597,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150660577,Hand-Drawn 2D FX_ Level 2/Post-Process & Motion Graphics Track/Electric Avatar/index.html,DOWNLOADED,462706,9.662,
category,Review,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150660672,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150660577,Hand-Drawn 2D FX_ Level 2/Post-Process & Motion Graphics Track/Review/index.html,DOWNLOADED,500628,7.382,
post,Intro,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2152722227/posts/2166724701,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2152722227,Hand-Drawn 2D FX_ Level 2/2D FX Meme Lab - Production Styles/Intro.html,DOWNLOADED,437718,12.626,
post,Budget Shot,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2152722227/posts/2166724703,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2152722227,Hand-Drawn 2D FX_ Level 2/2D FX Meme Lab - Production Styles/Budget Shot.html,DOWNLOADED,447482,13.329,
post,TV Show: Head Fire,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2152722227/posts/2166724709,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2152722227,Hand-Drawn 2D FX_ Level 2/2D FX Meme Lab - Production Styles/TV Show_ Head Fire.html,DOWNLOADED,427373,7.647,
post,TV Show: Low Fire,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2152722227/posts/2166724706,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2152722227,Hand-Drawn 2D FX_ Level 2/2D FX Meme Lab - Production Styles/TV Show_ Low Fire.html,DOWNLOADED,444453,11.625,
post,TV Show: Explosion,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2152722227/posts/2166724713,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2152722227,Hand-Drawn 2D FX_ Level 2/2D FX Meme Lab - Production Styles/TV Show_ Explosion.html,DOWNLOADED,449711,12.584,
post,High-Budget Fire,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2152722227/posts/2166724720,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2152722227,Hand-Drawn 2D FX_ Level 2/2D FX Meme Lab - Production Styles/High-Budget Fire.html,DOWNLOADED,430934,13.007,
post,Summary,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2152722227/posts/2166724721,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2152722227,Hand-Drawn 2D FX_ Level 2/2D FX Meme Lab - Production Styles/Summary.html,DOWNLOADED,437299,11.937,
post,Polish and Closure,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2152722227/posts/2166724722,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2152722227,Hand-Drawn 2D FX_ Level 2/2D FX Meme Lab - Production Styles/Polish and Closure.html,DOWNLOADED,446845,12.347,
category,FX Logo Animation,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150660022,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150660021,Hand-Drawn 2D FX_ Level 2/Complex 2D FX Composition Studies - Animation/FX Logo Animation/index.html,DOWNLOADED,1411862,9.515,
category,Explosion Masterclass,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150660027,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150660021,Hand-Drawn 2D FX_ Level 2/Complex 2D FX Composition Studies - Animation/Explosion Masterclass/index.html,DOWNLOADED,1698373,14.802,
category,Ignited - 2D FX Production,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2153161526,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150660021,Hand-Drawn 2D FX_ Level 2/Complex 2D FX Composition Studies - Animation/Ignited - 2D FX Production/index.html,DOWNLOADED,1060882,14.818,
category,Review,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150660263,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150660021,Hand-Drawn 2D FX_ Level 2/Complex 2D FX Composition Studies - Animation/Review/index.html,DOWNLOADED,500314,17.283,
post,Great job!,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150660705/posts/2159086665,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150660705,Hand-Drawn 2D FX_ Level 2/Level 2 ✅/Great job!.html,DOWNLOADED,303380,17.504,
post,Project Download,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2151531435/posts/2160740828,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2151531435,Hand-Crafted 3D VFX_ Level 1/Project - Download/Project Download.html,DOWNLOADED,369059,13.824,
category,Introduction & Game Development,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2154198428,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2154198343,Hand-Crafted 3D VFX_ Level 1/Beginner Guide to VFX/Introduction & Game Development/index.html,DOWNLOADED,656665,7.675,
category,Review,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-1/categories/2150659779,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-1/categories/2150627235,Hand-Drawn 2D FX_ Level 1/Small 2D FX Animation Studies - Animation/Review/index.html,DOWNLOADED,567227,297.460,
category,"Gameplay, Engines, Platforms",https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2154198483,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2154198343,"Hand-Crafted 3D VFX_ Level 1/Beginner Guide to VFX/Gameplay, Engines, Platforms/index.html",DOWNLOADED,806798,18.192,
category,VFX Terminology & Process,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2154198485,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2154198343,Hand-Crafted 3D VFX_ Level 1/Beginner Guide to VFX/VFX Terminology & Process/index.html,DOWNLOADED,762633,17.697,
category,Cyber Tech Slash,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-1/categories/2150627244,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-1/categories/2150627235,Hand-Drawn 2D FX_ Level 1/Small 2D FX Animation Studies - Animation/Cyber Tech Slash/index.html,DOWNLOADED,894865,322.762,
category,Next Steps,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2154198488,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2154198343,Hand-Crafted 3D VFX_ Level 1/Beginner Guide to VFX/Next Steps/index.html,DOWNLOADED,515577,15.363,
post,Lesson Survey,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150660705/posts/2160626501,https://www.vfxapprentice.com/products/hand-drawn-2d-fx-level-2/categories/2150660705,Hand-Drawn 2D FX_ Level 2/Level 2 ✅/Lesson Survey.html,DOWNLOADED,2930391,71.003,
post,Intro to Unity: Fire,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605434/posts/2162913361,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605434,Hand-Crafted 3D VFX_ Level 1/Block-in VFX - Unity/Intro to Unity_ Fire.html,DOWNLOADED,465672,20.419,
post,Hit Impact,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605434/posts/2162913365,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605434,Hand-Crafted 3D VFX_ Level 1/Block-in VFX - Unity/Hit Impact.html,DOWNLOADED,478079,21.524,
post,Healing Loop,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605434/posts/2162913370,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605434,Hand-Crafted 3D VFX_ Level 1/Block-in VFX - Unity/Healing Loop.html,DOWNLOADED,465505,41.345,
post,Unity Introduction Review,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605434/posts/2159191363,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605434,Hand-Crafted 3D VFX_ Level 1/Block-in VFX - Unity/Unity Introduction Review.html,DOWNLOADED,382412,13.429,
post,Intro to Niagara: Fire,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378/posts/2158878419,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378,Hand-Crafted 3D VFX_ Level 1/Niagara Block-in VFX - Unreal 5/Intro to Niagara_ Fire.html,DOWNLOADED,523299,13.037,
post,Missile - Timeline Setup,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605434/posts/2163669313,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605434,Hand-Crafted 3D VFX_ Level 1/Block-in VFX - Unity/Missile - Timeline Setup.html,DOWNLOADED,493451,51.181,
post,Missile,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605434/posts/2163669309,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605434,Hand-Crafted 3D VFX_ Level 1/Block-in VFX - Unity/Missile.html,DOWNLOADED,446372,69.581,
post,Item Aura & Visual Hierarchy,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378/posts/2158878432,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378,Hand-Crafted 3D VFX_ Level 1/Niagara Block-in VFX - Unreal 5/Item Aura & Visual Hierarchy.html,DOWNLOADED,529484,17.015,
post,Tech & Tools,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378/posts/2162581548,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378,Hand-Crafted 3D VFX_ Level 1/Niagara Block-in VFX - Unreal 5/Tech & Tools.html,DOWNLOADED,522135,22.628,
post,Damage Impact - Timing & Punch,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378/posts/2158878433,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378,Hand-Crafted 3D VFX_ Level 1/Niagara Block-in VFX - Unreal 5/Damage Impact - Timing & Punch.html,DOWNLOADED,481106,30.029,
post,Missile Wind-up & Impact,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378/posts/2158878435,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378,Hand-Crafted 3D VFX_ Level 1/Niagara Block-in VFX - Unreal 5/Missile Wind-up & Impact.html,DOWNLOADED,495138,15.519,
post,Heal Impacts - Arcs & Ease In/Out,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378/posts/2158878434,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378,Hand-Crafted 3D VFX_ Level 1/Niagara Block-in VFX - Unreal 5/Heal Impacts - Arcs & Ease In_Out.html,DOWNLOADED,500289,42.723,
post,Block-in Overview,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378/posts/2162581558,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378,Hand-Crafted 3D VFX_ Level 1/Niagara Block-in VFX - Unreal 5/Block-in Overview.html,DOWNLOADED,437120,65.499,
post,Explosion,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605434/posts/2163552123,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605434,Hand-Crafted 3D VFX_ Level 1/Block-in VFX - Unity/Explosion.html,DOWNLOADED,482060,139.227,
post,Sequencer Addendum - Projectile Setup for Games,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378/posts/2162581574,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378,Hand-Crafted 3D VFX_ Level 1/Niagara Block-in VFX - Unreal 5/Sequencer Addendum - Projectile Setup for Games.html,DOWNLOADED,515280,17.518,
post,"Explosion AoE - Anticipation, Impulse, & Rhythm",https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378/posts/2158878449,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378,"Hand-Crafted 3D VFX_ Level 1/Niagara Block-in VFX - Unreal 5/Explosion AoE - Anticipation, Impulse, & Rhythm.html",DOWNLOADED,480423,21.151,
post,Niagara Review,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378/posts/2159191397,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605378,Hand-Crafted 3D VFX_ Level 1/Niagara Block-in VFX - Unreal 5/Niagara Review.html,DOWNLOADED,417508,28.221,
post,Intro & RGB Color Wheel,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605426/posts/2158878594,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605426,Hand-Crafted 3D VFX_ Level 1/Color Theory for VFX/Intro & RGB Color Wheel.html,DOWNLOADED,422468,31.084,
post,Color Value,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605426/posts/2158878596,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605426,Hand-Crafted 3D VFX_ Level 1/Color Theory for VFX/Color Value.html,DOWNLOADED,484955,30.185,
post,Saturation & Hue,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605426/posts/2158878597,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605426,Hand-Crafted 3D VFX_ Level 1/Color Theory for VFX/Saturation & Hue.html,DOWNLOADED,433138,32.701,
post,Temperature & Palettes,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605426/posts/2158878599,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605426,Hand-Crafted 3D VFX_ Level 1/Color Theory for VFX/Temperature & Palettes.html,DOWNLOADED,440954,32.692,
post,Addition,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605426/posts/2158878601,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605426,Hand-Crafted 3D VFX_ Level 1/Color Theory for VFX/Addition.html,DOWNLOADED,435652,30.773,
post,Restraint & Readability,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605426/posts/2158878603,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605426,Hand-Crafted 3D VFX_ Level 1/Color Theory for VFX/Restraint & Readability.html,DOWNLOADED,565892,40.523,
post,Impact Flair,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474/posts/2158878645,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474,Hand-Crafted 3D VFX_ Level 1/Intro to Hand-Painted Textures - Krita/Impact Flair.html,DOWNLOADED,508820,40.133,
post,Ring,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474/posts/2158878646,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474,Hand-Crafted 3D VFX_ Level 1/Intro to Hand-Painted Textures - Krita/Ring.html,DOWNLOADED,447909,39.516,
post,Embers Sprite Sheet,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474/posts/2158878647,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474,Hand-Crafted 3D VFX_ Level 1/Intro to Hand-Painted Textures - Krita/Embers Sprite Sheet.html,DOWNLOADED,514222,31.602,
post,Zap Sprite Sheet,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474/posts/2158878648,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474,Hand-Crafted 3D VFX_ Level 1/Intro to Hand-Painted Textures - Krita/Zap Sprite Sheet.html,DOWNLOADED,437973,21.518,
post,Wisp Sprite Sheet,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474/posts/2158878649,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474,Hand-Crafted 3D VFX_ Level 1/Intro to Hand-Painted Textures - Krita/Wisp Sprite Sheet.html,DOWNLOADED,463446,26.178,
post,Tiling Noise,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474/posts/2158878652,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474,Hand-Crafted 3D VFX_ Level 1/Intro to Hand-Painted Textures - Krita/Tiling Noise.html,DOWNLOADED,448594,16.129,
post,Tiling Trail,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474/posts/2158878653,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474,Hand-Crafted 3D VFX_ Level 1/Intro to Hand-Painted Textures - Krita/Tiling Trail.html,DOWNLOADED,464151,16.569,
post,Hand Painted Textures Review,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474/posts/2159191545,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474,Hand-Crafted 3D VFX_ Level 1/Intro to Hand-Painted Textures - Krita/Hand Painted Textures Review.html,DOWNLOADED,333589,14.507,
post,Intro to Procedural Thinking,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807/posts/2170057074,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807,Hand-Crafted 3D VFX_ Level 1/Intro to Procedural Textures - Substance Designer/Intro to Procedural Thinking.html,DOWNLOADED,488440,17.815,
post,Intro to Substance Designer - Fuzzball,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807/posts/2170057080,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807,Hand-Crafted 3D VFX_ Level 1/Intro to Procedural Textures - Substance Designer/Intro to Substance Designer - Fuzzball.html,DOWNLOADED,445958,17.239,
post,Liquid Splatter,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474/posts/2158878651,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474,Hand-Crafted 3D VFX_ Level 1/Intro to Hand-Painted Textures - Krita/Liquid Splatter.html,DOWNLOADED,432002,67.726,
post,Lens Flare,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807/posts/2170057086,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807,Hand-Crafted 3D VFX_ Level 1/Intro to Procedural Textures - Substance Designer/Lens Flare.html,DOWNLOADED,453619,19.540,
post,Intro to Krita,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474/posts/2158878644,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2150605474,Hand-Crafted 3D VFX_ Level 1/Intro to Hand-Painted Textures - Krita/Intro to Krita.html,DOWNLOADED,492874,139.821,
post,Ringburst,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807/posts/2170057088,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807,Hand-Crafted 3D VFX_ Level 1/Intro to Procedural Textures - Substance Designer/Ringburst.html,DOWNLOADED,496001,16.000,
post,Embers - Spritesheet,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807/posts/2170874868,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807,Hand-Crafted 3D VFX_ Level 1/Intro to Procedural Textures - Substance Designer/Embers - Spritesheet.html,DOWNLOADED,461945,18.475,
post,Tiling Noise,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807/posts/2171676514,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807,Hand-Crafted 3D VFX_ Level 1/Intro to Procedural Textures - Substance Designer/Tiling Noise.html,DOWNLOADED,446743,19.182,
post,Lightning - Spritesheet,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807/posts/2170905389,https://www.vfxapprentice.com/products/hand-crafted-3d-vfx-level-1/categories/2153470807,Hand-Crafted 3D VFX_ Level 1/Intro to Procedural Textures - Substance Designer/Lightning - Spritesheet.html,DOWNLOADED,467312,36.616,
